Ticket_ID,Priority_Level,inferred_severity,mismatch,mismatch_type,severity_delta,Resolution_Time_Hours,Satisfaction_Score,Issue_Category
TKT-112030,High,Low,1,False Alarm,-2,5,4,Technical
TKT-112031,Medium,Low,1,False Alarm,-1,16,5,Billing
TKT-112032,High,Low,1,False Alarm,-2,19,5,Billing
TKT-112033,Medium,Low,1,False Alarm,-1,3,5,Billing
TKT-112034,Medium,Medium,0,Consistent,0,31,1,Technical
TKT-112035,Medium,Medium,0,Consistent,0,20,5,Technical
TKT-112036,High,Low,1,False Alarm,-2,7,5,Technical
TKT-112037,Low,Low,0,Consistent,0,120,4,Billing
TKT-112038,Medium,Low,1,False Alarm,-1,3,5,Technical
TKT-112039,High,Low,1,False Alarm,-2,11,4,Account
TKT-112040,Medium,Medium,0,Consistent,0,120,5,Billing
TKT-112041,Low,Low,0,Consistent,0,81,3,Billing
TKT-112042,Medium,Low,1,False Alarm,-1,10,5,Account
TKT-112043,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-112044,Low,Low,0,Consistent,0,7,4,Billing
TKT-112045,Low,Low,0,Consistent,0,13,4,Technical
TKT-112046,Medium,Medium,0,Consistent,0,73,4,Technical
TKT-112047,Low,Medium,1,Hidden Crisis,1,20,2,Billing
TKT-112048,High,Low,1,False Alarm,-2,7,4,Technical
TKT-112049,Medium,Medium,0,Consistent,0,30,5,Technical
TKT-112050,High,Low,1,False Alarm,-2,25,4,Technical
TKT-112051,Low,Low,0,Consistent,0,50,3,General Inquiry
TKT-112052,High,Low,1,False Alarm,-2,7,3,Technical
TKT-112053,Low,Low,0,Consistent,0,34,4,Account
TKT-112054,Medium,Low,1,False Alarm,-1,10,3,Technical
TKT-112055,Low,Low,0,Consistent,0,94,3,Account
TKT-112056,Medium,Low,1,False Alarm,-1,98,5,General Inquiry
TKT-112057,Low,Low,0,Consistent,0,30,5,Account
TKT-112058,Medium,Low,1,False Alarm,-1,36,5,Billing
TKT-112059,Low,Low,0,Consistent,0,25,1,Billing
TKT-112060,Medium,Low,1,False Alarm,-1,10,4,General Inquiry
TKT-112061,Medium,Low,1,False Alarm,-1,20,4,Technical
TKT-112062,Medium,Low,1,False Alarm,-1,13,4,Account
TKT-112063,Medium,Medium,0,Consistent,0,47,4,Technical
TKT-112064,Low,Low,0,Consistent,0,97,4,General Inquiry
TKT-112065,Low,Low,0,Consistent,0,54,5,Technical
TKT-112066,Medium,Low,1,False Alarm,-1,37,2,Billing
TKT-112067,Medium,Low,1,False Alarm,-1,84,4,Billing
TKT-112068,Medium,Low,1,False Alarm,-1,18,5,Technical
TKT-112069,Medium,Low,1,False Alarm,-1,7,4,General Inquiry
TKT-112070,Low,Medium,1,Hidden Crisis,1,34,5,Technical
TKT-112071,Medium,Low,1,False Alarm,-1,33,4,General Inquiry
TKT-112072,Medium,Low,1,False Alarm,-1,27,5,Technical
TKT-112073,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-112074,Medium,Low,1,False Alarm,-1,47,5,General Inquiry
TKT-112075,High,Low,1,False Alarm,-2,22,5,Technical
TKT-112076,High,Medium,1,False Alarm,-1,21,1,Fraud
TKT-112077,Medium,Low,1,False Alarm,-1,23,4,Account
TKT-112078,High,Low,1,False Alarm,-2,16,5,Technical
TKT-112079,Low,Low,0,Consistent,0,64,5,Billing
TKT-112080,Low,Low,0,Consistent,0,10,4,Technical
TKT-112081,Low,Low,0,Consistent,0,44,5,Technical
TKT-112082,Low,Low,0,Consistent,0,42,5,Account
TKT-112083,Medium,Low,1,False Alarm,-1,38,3,General Inquiry
TKT-112084,High,Low,1,False Alarm,-2,19,5,Billing
TKT-112085,Medium,Low,1,False Alarm,-1,94,4,Billing
TKT-112086,Medium,Low,1,False Alarm,-1,25,4,Account
TKT-112087,Critical,Low,1,False Alarm,-3,5,1,Fraud
TKT-112088,Low,Low,0,Consistent,0,22,4,Account
TKT-112089,Low,Low,0,Consistent,0,93,4,General Inquiry
TKT-112090,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112091,High,Low,1,False Alarm,-2,9,4,Account
TKT-112092,Medium,Medium,0,Consistent,0,107,2,Technical
TKT-112093,Medium,Medium,0,Consistent,0,81,2,Billing
TKT-112094,Low,Low,0,Consistent,0,37,5,Account
TKT-112095,High,Low,1,False Alarm,-2,32,4,Technical
TKT-112096,Medium,Low,1,False Alarm,-1,9,3,Billing
TKT-112097,Low,Low,0,Consistent,0,22,5,Account
TKT-112098,Low,Low,0,Consistent,0,9,4,Technical
TKT-112099,Medium,Low,1,False Alarm,-1,9,4,Technical
TKT-112100,Medium,Medium,0,Consistent,0,120,4,Technical
TKT-112101,Medium,Medium,0,Consistent,0,17,2,Billing
TKT-112102,Low,Low,0,Consistent,0,35,4,Technical
TKT-112103,High,Low,1,False Alarm,-2,42,3,Technical
TKT-112104,Low,Low,0,Consistent,0,17,5,Technical
TKT-112105,Low,Low,0,Consistent,0,14,4,Billing
TKT-112106,Low,Medium,1,Hidden Crisis,1,25,3,Account
TKT-112107,Low,Low,0,Consistent,0,6,4,Account
TKT-112108,Medium,Medium,0,Consistent,0,46,4,Technical
TKT-112109,High,Low,1,False Alarm,-2,28,5,Technical
TKT-112110,Low,Medium,1,Hidden Crisis,1,120,2,General Inquiry
TKT-112111,High,Medium,1,False Alarm,-1,50,4,Technical
TKT-112112,Low,Low,0,Consistent,0,111,4,General Inquiry
TKT-112113,Low,Low,0,Consistent,0,21,2,Billing
TKT-112114,High,Low,1,False Alarm,-2,32,2,Billing
TKT-112115,Low,Low,0,Consistent,0,23,4,General Inquiry
TKT-112116,Medium,Low,1,False Alarm,-1,120,5,Technical
TKT-112117,High,Medium,1,False Alarm,-1,120,2,Fraud
TKT-112118,High,Low,1,False Alarm,-2,12,5,Technical
TKT-112119,Low,Low,0,Consistent,0,2,4,General Inquiry
TKT-112120,Medium,Low,1,False Alarm,-1,4,5,Technical
TKT-112121,Medium,Low,1,False Alarm,-1,62,5,Technical
TKT-112122,Critical,Low,1,False Alarm,-3,2,4,Fraud
TKT-112123,Low,Low,0,Consistent,0,10,5,Account
TKT-112124,Medium,Low,1,False Alarm,-1,34,4,Billing
TKT-112125,Medium,Low,1,False Alarm,-1,21,3,Technical
TKT-112126,Medium,Low,1,False Alarm,-1,23,4,General Inquiry
TKT-112127,Medium,Low,1,False Alarm,-1,120,4,Technical
TKT-112128,Low,Medium,1,Hidden Crisis,1,117,4,Technical
TKT-112129,Medium,Low,1,False Alarm,-1,29,4,General Inquiry
TKT-112130,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112131,High,Medium,1,False Alarm,-1,12,1,Technical
TKT-112132,Low,Low,0,Consistent,0,42,5,Account
TKT-112133,High,Medium,1,False Alarm,-1,41,5,Account
TKT-112134,Medium,Low,1,False Alarm,-1,120,4,Billing
TKT-112135,Medium,Low,1,False Alarm,-1,26,5,General Inquiry
TKT-112136,Low,Low,0,Consistent,0,82,4,Technical
TKT-112137,Low,Medium,1,Hidden Crisis,1,120,3,Technical
TKT-112138,Low,Low,0,Consistent,0,16,4,Billing
TKT-112139,High,Low,1,False Alarm,-2,32,4,General Inquiry
TKT-112140,Medium,Low,1,False Alarm,-1,38,5,Account
TKT-112141,Low,Low,0,Consistent,0,37,5,Account
TKT-112142,Low,Low,0,Consistent,0,9,5,Account
TKT-112143,Critical,Low,1,False Alarm,-3,6,2,Fraud
TKT-112144,Low,Low,0,Consistent,0,15,3,Billing
TKT-112145,Medium,Low,1,False Alarm,-1,52,4,Billing
TKT-112146,Medium,Low,1,False Alarm,-1,9,5,Account
TKT-112147,Medium,Low,1,False Alarm,-1,55,5,General Inquiry
TKT-112148,Low,Low,0,Consistent,0,60,5,Billing
TKT-112149,Low,Medium,1,Hidden Crisis,1,73,2,General Inquiry
TKT-112150,Low,Low,0,Consistent,0,7,5,Billing
TKT-112151,Medium,Medium,0,Consistent,0,51,3,Technical
TKT-112152,High,Low,1,False Alarm,-2,58,2,Billing
TKT-112153,High,Low,1,False Alarm,-2,5,5,General Inquiry
TKT-112154,High,Low,1,False Alarm,-2,10,3,Billing
TKT-112155,Critical,Low,1,False Alarm,-3,5,5,Technical
TKT-112156,Medium,Low,1,False Alarm,-1,89,4,General Inquiry
TKT-112157,Low,Low,0,Consistent,0,120,3,Account
TKT-112158,Medium,Low,1,False Alarm,-1,1,4,Technical
TKT-112159,Critical,Low,1,False Alarm,-3,5,4,Technical
TKT-112160,Medium,Low,1,False Alarm,-1,10,5,Account
TKT-112161,Low,Low,0,Consistent,0,9,3,Billing
TKT-112162,Medium,Low,1,False Alarm,-1,3,2,Billing
TKT-112163,High,Low,1,False Alarm,-2,30,2,Billing
TKT-112164,Low,Low,0,Consistent,0,15,4,Technical
TKT-112165,Medium,Medium,0,Consistent,0,17,2,Billing
TKT-112166,Medium,Low,1,False Alarm,-1,6,2,Billing
TKT-112167,Low,Low,0,Consistent,0,2,4,Billing
TKT-112168,Medium,Low,1,False Alarm,-1,7,5,General Inquiry
TKT-112169,Low,Low,0,Consistent,0,27,4,General Inquiry
TKT-112170,High,Low,1,False Alarm,-2,28,4,Account
TKT-112171,High,Low,1,False Alarm,-2,4,3,Account
TKT-112172,Medium,Low,1,False Alarm,-1,5,4,Technical
TKT-112173,Medium,Low,1,False Alarm,-1,25,5,Technical
TKT-112174,Low,Low,0,Consistent,0,15,4,Account
TKT-112175,Low,Low,0,Consistent,0,120,3,General Inquiry
TKT-112176,Low,Low,0,Consistent,0,8,5,General Inquiry
TKT-112177,Critical,Low,1,False Alarm,-3,16,5,Technical
TKT-112178,Low,Medium,1,Hidden Crisis,1,88,2,General Inquiry
TKT-112179,High,Low,1,False Alarm,-2,43,4,Account
TKT-112180,Low,Low,0,Consistent,0,23,4,Account
TKT-112181,High,Low,1,False Alarm,-2,36,5,Account
TKT-112182,Medium,Medium,0,Consistent,0,120,1,Billing
TKT-112183,Low,Medium,1,Hidden Crisis,1,61,1,Account
TKT-112184,Low,Low,0,Consistent,0,29,2,Account
TKT-112185,Low,Low,0,Consistent,0,37,1,General Inquiry
TKT-112186,Medium,Medium,0,Consistent,0,47,5,Account
TKT-112187,Medium,Low,1,False Alarm,-1,71,5,Technical
TKT-112188,Low,Low,0,Consistent,0,3,3,Billing
TKT-112189,High,Low,1,False Alarm,-2,9,5,Technical
TKT-112190,Medium,Low,1,False Alarm,-1,14,4,Technical
TKT-112191,Medium,Medium,0,Consistent,0,30,4,Billing
TKT-112192,Critical,Medium,1,False Alarm,-2,37,1,Fraud
TKT-112193,Medium,Low,1,False Alarm,-1,10,5,General Inquiry
TKT-112194,Low,Low,0,Consistent,0,34,4,Account
TKT-112195,Low,Low,0,Consistent,0,10,1,Billing
TKT-112196,High,Low,1,False Alarm,-2,12,2,Billing
TKT-112197,Medium,Low,1,False Alarm,-1,1,4,Technical
TKT-112198,Medium,Low,1,False Alarm,-1,10,4,Technical
TKT-112199,Low,Low,0,Consistent,0,120,5,Account
TKT-112200,High,Low,1,False Alarm,-2,6,3,Technical
TKT-112201,Medium,Low,1,False Alarm,-1,17,4,Account
TKT-112202,Medium,Low,1,False Alarm,-1,57,5,General Inquiry
TKT-112203,Medium,Low,1,False Alarm,-1,13,5,Technical
TKT-112204,Low,Low,0,Consistent,0,17,3,Technical
TKT-112205,Low,Low,0,Consistent,0,42,1,General Inquiry
TKT-112206,Medium,Low,1,False Alarm,-1,5,5,Account
TKT-112207,Low,Low,0,Consistent,0,4,1,Billing
TKT-112208,High,Low,1,False Alarm,-2,7,4,Technical
TKT-112209,Medium,Medium,0,Consistent,0,19,3,Billing
TKT-112210,Medium,Low,1,False Alarm,-1,7,4,Account
TKT-112211,High,Low,1,False Alarm,-2,3,4,Technical
TKT-112212,Low,Low,0,Consistent,0,42,1,General Inquiry
TKT-112213,High,Low,1,False Alarm,-2,20,4,Technical
TKT-112214,Low,Medium,1,Hidden Crisis,1,39,5,Billing
TKT-112215,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112216,Medium,Low,1,False Alarm,-1,19,4,Technical
TKT-112217,Medium,Medium,0,Consistent,0,31,1,Technical
TKT-112218,Low,Medium,1,Hidden Crisis,1,49,2,Billing
TKT-112219,Low,Low,0,Consistent,0,34,5,General Inquiry
TKT-112220,Low,Medium,1,Hidden Crisis,1,61,1,Billing
TKT-112221,Low,Medium,1,Hidden Crisis,1,74,3,Technical
TKT-112222,High,Medium,1,False Alarm,-1,32,3,Account
TKT-112223,Low,Low,0,Consistent,0,90,5,Account
TKT-112224,Critical,Low,1,False Alarm,-3,4,1,Fraud
TKT-112225,High,Medium,1,False Alarm,-1,26,3,Billing
TKT-112226,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-112227,Critical,Low,1,False Alarm,-3,17,3,Fraud
TKT-112228,High,Low,1,False Alarm,-2,24,5,Account
TKT-112229,Low,Low,0,Consistent,0,26,4,General Inquiry
TKT-112230,Low,Low,0,Consistent,0,16,4,General Inquiry
TKT-112231,Low,Low,0,Consistent,0,26,5,Technical
TKT-112232,Low,Low,0,Consistent,0,25,4,Account
TKT-112233,Low,Low,0,Consistent,0,53,3,Billing
TKT-112234,Medium,Low,1,False Alarm,-1,33,5,Account
TKT-112235,High,Low,1,False Alarm,-2,7,5,General Inquiry
TKT-112236,Low,Low,0,Consistent,0,36,4,Account
TKT-112237,Medium,Low,1,False Alarm,-1,20,4,Technical
TKT-112238,Low,Low,0,Consistent,0,11,5,Account
TKT-112239,Low,Low,0,Consistent,0,9,3,Account
TKT-112240,Medium,Low,1,False Alarm,-1,17,5,Account
TKT-112241,Medium,Low,1,False Alarm,-1,85,5,Account
TKT-112242,Low,Medium,1,Hidden Crisis,1,80,5,Technical
TKT-112243,Medium,Low,1,False Alarm,-1,34,4,Technical
TKT-112244,Medium,Low,1,False Alarm,-1,94,4,General Inquiry
TKT-112245,Low,Low,0,Consistent,0,55,4,General Inquiry
TKT-112246,Low,Medium,1,Hidden Crisis,1,36,4,Account
TKT-112247,Medium,Medium,0,Consistent,0,66,5,Technical
TKT-112248,Critical,Low,1,False Alarm,-3,8,3,Fraud
TKT-112249,Low,Low,0,Consistent,0,60,4,General Inquiry
TKT-112250,Medium,Low,1,False Alarm,-1,31,3,Account
TKT-112251,High,Low,1,False Alarm,-2,5,3,Billing
TKT-112252,High,Low,1,False Alarm,-2,9,5,Technical
TKT-112253,Low,Low,0,Consistent,0,30,4,Account
TKT-112254,Medium,Low,1,False Alarm,-1,13,4,Technical
TKT-112255,Low,Low,0,Consistent,0,24,5,General Inquiry
TKT-112256,Low,Medium,1,Hidden Crisis,1,89,1,Billing
TKT-112257,Low,Low,0,Consistent,0,46,5,Billing
TKT-112258,Low,Low,0,Consistent,0,34,2,Billing
TKT-112259,Low,Medium,1,Hidden Crisis,1,120,2,Account
TKT-112260,Medium,Low,1,False Alarm,-1,5,3,Technical
TKT-112261,Low,Low,0,Consistent,0,24,4,Billing
TKT-112262,Medium,Low,1,False Alarm,-1,23,2,Billing
TKT-112263,Medium,Low,1,False Alarm,-1,18,4,General Inquiry
TKT-112264,Low,Low,0,Consistent,0,16,4,Account
TKT-112265,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-112266,Low,Low,0,Consistent,0,87,3,Technical
TKT-112267,Medium,Low,1,False Alarm,-1,23,5,Billing
TKT-112268,High,Low,1,False Alarm,-2,24,4,Technical
TKT-112269,Low,Low,0,Consistent,0,6,5,General Inquiry
TKT-112270,Low,Low,0,Consistent,0,14,4,General Inquiry
TKT-112271,Low,Low,0,Consistent,0,10,5,Technical
TKT-112272,Medium,Low,1,False Alarm,-1,66,5,General Inquiry
TKT-112273,Medium,Low,1,False Alarm,-1,32,3,General Inquiry
TKT-112274,Medium,Low,1,False Alarm,-1,30,4,Technical
TKT-112275,Medium,Low,1,False Alarm,-1,35,1,Billing
TKT-112276,Low,Low,0,Consistent,0,67,3,Billing
TKT-112277,Medium,Low,1,False Alarm,-1,47,5,Technical
TKT-112278,Medium,Medium,0,Consistent,0,1,2,Technical
TKT-112279,High,Low,1,False Alarm,-2,24,5,Technical
TKT-112280,Medium,Low,1,False Alarm,-1,120,3,Account
TKT-112281,Low,Low,0,Consistent,0,42,4,Billing
TKT-112282,High,Low,1,False Alarm,-2,8,4,Technical
TKT-112283,Medium,Low,1,False Alarm,-1,1,5,Account
TKT-112284,Low,Medium,1,Hidden Crisis,1,68,1,Billing
TKT-112285,Low,Low,0,Consistent,0,7,1,Billing
TKT-112286,Medium,Low,1,False Alarm,-1,10,5,Account
TKT-112287,Low,Low,0,Consistent,0,6,3,General Inquiry
TKT-112288,Low,Medium,1,Hidden Crisis,1,83,5,Account
TKT-112289,Medium,Medium,0,Consistent,0,2,1,Technical
TKT-112290,Low,Low,0,Consistent,0,17,5,General Inquiry
TKT-112291,Low,Low,0,Consistent,0,37,1,Technical
TKT-112292,Low,Low,0,Consistent,0,24,4,General Inquiry
TKT-112293,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112294,Low,Low,0,Consistent,0,53,4,Billing
TKT-112295,Medium,Low,1,False Alarm,-1,8,5,Technical
TKT-112296,Medium,Low,1,False Alarm,-1,71,4,General Inquiry
TKT-112297,Medium,Low,1,False Alarm,-1,85,4,Account
TKT-112298,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112299,Low,Medium,1,Hidden Crisis,1,120,5,Technical
TKT-112300,High,Low,1,False Alarm,-2,34,1,Technical
TKT-112301,Medium,Low,1,False Alarm,-1,112,5,Account
TKT-112302,Low,Low,0,Consistent,0,43,4,General Inquiry
TKT-112303,Medium,Low,1,False Alarm,-1,60,4,Account
TKT-112304,Critical,Low,1,False Alarm,-3,13,2,Fraud
TKT-112305,High,Low,1,False Alarm,-2,19,1,General Inquiry
TKT-112306,Low,Medium,1,Hidden Crisis,1,120,3,Account
TKT-112307,Low,Low,0,Consistent,0,38,4,General Inquiry
TKT-112308,Low,Low,0,Consistent,0,1,5,General Inquiry
TKT-112309,Low,Low,0,Consistent,0,52,1,Billing
TKT-112310,Low,Low,0,Consistent,0,8,5,Account
TKT-112311,Medium,Low,1,False Alarm,-1,6,4,Technical
TKT-112312,High,Medium,1,False Alarm,-1,42,2,Fraud
TKT-112313,Low,Low,0,Consistent,0,36,4,General Inquiry
TKT-112314,High,Low,1,False Alarm,-2,17,1,General Inquiry
TKT-112315,Low,Medium,1,Hidden Crisis,1,3,5,Billing
TKT-112316,Low,Medium,1,Hidden Crisis,1,81,2,Billing
TKT-112317,Medium,Medium,0,Consistent,0,120,2,Technical
TKT-112318,Medium,Medium,0,Consistent,0,120,1,General Inquiry
TKT-112319,Medium,Low,1,False Alarm,-1,1,5,General Inquiry
TKT-112320,Medium,Low,1,False Alarm,-1,75,4,Technical
TKT-112321,Low,Low,0,Consistent,0,61,4,General Inquiry
TKT-112322,Medium,Medium,0,Consistent,0,46,5,Technical
TKT-112323,Medium,Low,1,False Alarm,-1,53,1,Billing
TKT-112324,Medium,Medium,0,Consistent,0,67,3,Billing
TKT-112325,Low,Low,0,Consistent,0,69,4,Account
TKT-112326,Medium,Low,1,False Alarm,-1,4,4,Account
TKT-112327,High,Medium,1,False Alarm,-1,4,1,Technical
TKT-112328,Medium,Medium,0,Consistent,0,28,4,Technical
TKT-112329,High,Medium,1,False Alarm,-1,7,5,Billing
TKT-112330,Low,Low,0,Consistent,0,57,2,General Inquiry
TKT-112331,Low,Medium,1,Hidden Crisis,1,48,5,Technical
TKT-112332,Medium,Low,1,False Alarm,-1,15,4,Technical
TKT-112333,Medium,Low,1,False Alarm,-1,3,4,General Inquiry
TKT-112334,Medium,Low,1,False Alarm,-1,8,4,General Inquiry
TKT-112335,Medium,Low,1,False Alarm,-1,17,5,Billing
TKT-112336,High,Low,1,False Alarm,-2,19,3,Account
TKT-112337,Medium,Low,1,False Alarm,-1,23,4,Technical
TKT-112338,Low,Medium,1,Hidden Crisis,1,31,4,Technical
TKT-112339,Medium,Low,1,False Alarm,-1,3,3,General Inquiry
TKT-112340,Low,Low,0,Consistent,0,4,4,General Inquiry
TKT-112341,Low,Low,0,Consistent,0,70,5,Account
TKT-112342,Medium,Low,1,False Alarm,-1,2,4,Technical
TKT-112343,High,Medium,1,False Alarm,-1,12,3,Account
TKT-112344,Medium,Medium,0,Consistent,0,120,1,Billing
TKT-112345,High,Low,1,False Alarm,-2,22,4,Technical
TKT-112346,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-112347,Low,Low,0,Consistent,0,86,5,Account
TKT-112348,Medium,Low,1,False Alarm,-1,58,2,Billing
TKT-112349,Low,Low,0,Consistent,0,28,2,Billing
TKT-112350,Medium,Low,1,False Alarm,-1,23,5,Account
TKT-112351,Medium,Medium,0,Consistent,0,68,2,Technical
TKT-112352,Low,Low,0,Consistent,0,53,1,General Inquiry
TKT-112353,Low,Low,0,Consistent,0,88,4,Technical
TKT-112354,Low,Low,0,Consistent,0,28,4,General Inquiry
TKT-112355,Low,Low,0,Consistent,0,69,4,Account
TKT-112356,Low,Low,0,Consistent,0,72,4,Billing
TKT-112357,Low,Low,0,Consistent,0,8,4,Account
TKT-112358,Medium,Low,1,False Alarm,-1,24,3,Billing
TKT-112359,Medium,Medium,0,Consistent,0,48,3,Billing
TKT-112360,Low,Low,0,Consistent,0,63,4,Account
TKT-112361,Low,Low,0,Consistent,0,8,4,Account
TKT-112362,Medium,Low,1,False Alarm,-1,110,5,Billing
TKT-112363,High,Low,1,False Alarm,-2,7,1,Billing
TKT-112364,Low,Low,0,Consistent,0,56,5,Technical
TKT-112365,Medium,Medium,0,Consistent,0,56,3,Billing
TKT-112366,High,Low,1,False Alarm,-2,64,4,Technical
TKT-112367,Low,Low,0,Consistent,0,8,5,Account
TKT-112368,Low,Low,0,Consistent,0,6,4,Billing
TKT-112369,Medium,Low,1,False Alarm,-1,16,5,Technical
TKT-112370,High,Medium,1,False Alarm,-1,71,1,General Inquiry
TKT-112371,Low,Medium,1,Hidden Crisis,1,65,5,Account
TKT-112372,Medium,Low,1,False Alarm,-1,7,1,Billing
TKT-112373,High,Low,1,False Alarm,-2,5,2,General Inquiry
TKT-112374,Low,Low,0,Consistent,0,13,3,Account
TKT-112375,Medium,Low,1,False Alarm,-1,40,1,Billing
TKT-112376,Medium,Low,1,False Alarm,-1,69,5,General Inquiry
TKT-112377,High,Low,1,False Alarm,-2,2,4,Technical
TKT-112378,High,Medium,1,False Alarm,-1,32,5,Technical
TKT-112379,High,Low,1,False Alarm,-2,2,1,Billing
TKT-112380,Medium,Low,1,False Alarm,-1,21,5,Account
TKT-112381,Medium,Medium,0,Consistent,0,95,4,Technical
TKT-112382,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-112383,Critical,Low,1,False Alarm,-3,4,5,Fraud
TKT-112384,Medium,Low,1,False Alarm,-1,120,4,Account
TKT-112385,Medium,Low,1,False Alarm,-1,32,3,Account
TKT-112386,Medium,Low,1,False Alarm,-1,15,3,Billing
TKT-112387,Low,Low,0,Consistent,0,84,4,Account
TKT-112388,Critical,Low,1,False Alarm,-3,1,5,Technical
TKT-112389,Medium,Medium,0,Consistent,0,59,2,Billing
TKT-112390,Low,Medium,1,Hidden Crisis,1,120,5,Account
TKT-112391,Low,Low,0,Consistent,0,3,3,General Inquiry
TKT-112392,High,Low,1,False Alarm,-2,4,4,General Inquiry
TKT-112393,Medium,Low,1,False Alarm,-1,14,4,Billing
TKT-112394,High,Medium,1,False Alarm,-1,54,1,Fraud
TKT-112395,Medium,Low,1,False Alarm,-1,60,4,Technical
TKT-112396,Medium,Low,1,False Alarm,-1,6,4,Technical
TKT-112397,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-112398,Medium,Medium,0,Consistent,0,67,1,Technical
TKT-112399,Low,Medium,1,Hidden Crisis,1,59,3,Account
TKT-112400,Low,Medium,1,Hidden Crisis,1,30,4,Technical
TKT-112401,Critical,Low,1,False Alarm,-3,1,5,Technical
TKT-112402,High,Low,1,False Alarm,-2,22,5,Technical
TKT-112403,Medium,Low,1,False Alarm,-1,44,2,Billing
TKT-112404,Medium,Low,1,False Alarm,-1,9,3,Account
TKT-112405,Low,Low,0,Consistent,0,120,4,Billing
TKT-112406,Medium,Low,1,False Alarm,-1,49,4,Billing
TKT-112407,Low,Low,0,Consistent,0,51,5,Billing
TKT-112408,High,Low,1,False Alarm,-2,50,4,General Inquiry
TKT-112409,Low,Medium,1,Hidden Crisis,1,81,2,General Inquiry
TKT-112410,High,Low,1,False Alarm,-2,4,5,Account
TKT-112411,Low,Low,0,Consistent,0,7,2,Technical
TKT-112412,Low,Low,0,Consistent,0,4,4,Technical
TKT-112413,Medium,Low,1,False Alarm,-1,120,5,General Inquiry
TKT-112414,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-112415,Medium,Low,1,False Alarm,-1,6,3,General Inquiry
TKT-112416,Low,Low,0,Consistent,0,41,5,Billing
TKT-112417,High,Low,1,False Alarm,-2,41,5,General Inquiry
TKT-112418,Medium,Low,1,False Alarm,-1,17,5,Technical
TKT-112419,Low,Low,0,Consistent,0,54,2,Billing
TKT-112420,Medium,Medium,0,Consistent,0,81,4,Technical
TKT-112421,Medium,Low,1,False Alarm,-1,114,5,General Inquiry
TKT-112422,Medium,Low,1,False Alarm,-1,20,5,Account
TKT-112423,Critical,Low,1,False Alarm,-3,64,5,Technical
TKT-112424,Medium,Low,1,False Alarm,-1,19,3,Technical
TKT-112425,Low,Low,0,Consistent,0,60,5,Billing
TKT-112426,Medium,Low,1,False Alarm,-1,51,2,Account
TKT-112427,Medium,Low,1,False Alarm,-1,2,4,Technical
TKT-112428,Low,Low,0,Consistent,0,109,5,Billing
TKT-112429,Low,Low,0,Consistent,0,16,5,Billing
TKT-112430,Medium,Low,1,False Alarm,-1,42,5,General Inquiry
TKT-112431,High,Medium,1,False Alarm,-1,86,5,Technical
TKT-112432,Low,Medium,1,Hidden Crisis,1,29,5,Technical
TKT-112433,Medium,Medium,0,Consistent,0,120,2,Technical
TKT-112434,Low,Low,0,Consistent,0,40,1,Account
TKT-112435,Critical,Low,1,False Alarm,-3,5,1,Fraud
TKT-112436,Low,Low,0,Consistent,0,36,4,Billing
TKT-112437,Medium,Low,1,False Alarm,-1,14,4,Account
TKT-112438,Low,Low,0,Consistent,0,14,4,Billing
TKT-112439,Low,Medium,1,Hidden Crisis,1,2,3,Billing
TKT-112440,Medium,Medium,0,Consistent,0,2,3,Billing
TKT-112441,Low,Low,0,Consistent,0,9,4,General Inquiry
TKT-112442,Low,Medium,1,Hidden Crisis,1,77,2,Billing
TKT-112443,Medium,Low,1,False Alarm,-1,24,4,General Inquiry
TKT-112444,High,Medium,1,False Alarm,-1,45,3,Technical
TKT-112445,High,Low,1,False Alarm,-2,113,5,Technical
TKT-112446,Medium,Low,1,False Alarm,-1,23,2,Billing
TKT-112447,Medium,Low,1,False Alarm,-1,27,4,General Inquiry
TKT-112448,Low,Low,0,Consistent,0,31,5,Billing
TKT-112449,Low,Low,0,Consistent,0,6,5,General Inquiry
TKT-112450,Low,Low,0,Consistent,0,120,5,Account
TKT-112451,Low,Low,0,Consistent,0,28,5,General Inquiry
TKT-112452,Low,Low,0,Consistent,0,28,3,Account
TKT-112453,Low,Low,0,Consistent,0,74,4,General Inquiry
TKT-112454,Medium,Low,1,False Alarm,-1,30,4,General Inquiry
TKT-112455,High,Low,1,False Alarm,-2,4,4,Account
TKT-112456,Low,Low,0,Consistent,0,37,5,Account
TKT-112457,Medium,Low,1,False Alarm,-1,32,4,Technical
TKT-112458,Low,Low,0,Consistent,0,39,5,General Inquiry
TKT-112459,High,Low,1,False Alarm,-2,120,4,Account
TKT-112460,Medium,Low,1,False Alarm,-1,12,1,Account
